Timestamp,"I use my own vehicle (car, bike) to travel in Kathmandu Valley.","I use public transportation (bus, micro bus, tempos) to travel in Kathmandu Valley.","I use school bus, van or office vehicle to travel in Kathmandu Valley.",I use taxi services to travel in Kathmandu Valley.,"I use ride hailing services like Pathao, Sarathi etc to travel in Kathmandu Valley.",I use my family member’s /friend’s/colleague’s bike or car to travel in Kathmandu Valley.,"I am comfortable driving in Kathmandu valley (Pot holes, stray animals, traffic).",My monthly budget includes taxi or ride hailing services usage when required.,It usually takes longer than expected to reach a destination in public transportation,More number of public vehicles are required for early mornings.,More number of public vehicles are required for late evenings.,Public transportation in Kathmandu Valley is overcrowded.,Overcrowding in public transport may be taken by some as an opportunity for sexual harassment.,"I am aware of ride hailing services like Pathao, Sarathi in Kathmandu Valley.",Cleanliness of ride hailing utility services like Pathao and Sarathi would determine whether I will use the service again.,I find drivers in taxis polite and well behaved.,I find drivers engaging in unnecessary casual conversations while providing service.,Driver with good communication skills is important for ride hailing services. ,I would like to select the gender of the driver for taxi or ride hailing service.,I prefer a female driver for taxi or ride hailing service if available.,"Taxi / Ride hailing (Sarathi, Pathao) waiting time needs to be less than 10 minutes.",Current fare in ride hailing services is reasonable.,Best route is taken by taxis to avoid traffic and achieve time efficiency.,"It is reasonable to charge extra fare during festivals (Dashain, Tihar) - Surge Pricing	",I negotiate with the driver while taking taxi services.,Nepal Meter Taxi Association regulation may be violated in taxi meters. ,I feel safe to travel using taxi services taxis during daytime.,I feel safe to travel using taxi services during nighttime.,"I feel safe to travel using ride hailing services  (Sarathi, Pathao) during daytime.","I feel safe to travel using taxi or ride hailing services (Sarathi, Pathao) during night-time. ",I take taxi or ride hailing services when travelling with family or kids.,I don’t mind spending extra on transport during  gatherings and parties that go till late night and involves social drinking.,I will check the rating of riders before taking service in a ride hailing application. ,I will report the feedback of my experience on ridehailing application.,I have contacted the traffic police to report breach of law in transportation services.,"Drivers in ride hailing services (Sarathi, Pathao) should be experienced.","Ride hailing services (Sarathi, Pathao) need to conduct background check of drivers. ",I have internet and mobile phone to use a mobile application for transportation.,I have the necessary knowledge to use a mobile application for transportation.,I can get general guidance and help from others when using mobile applications.,"I can only book ride hailing service (Sarathi, Pathao) through a phone call. ",I trust online digital wallet (eSewa) to use it for ride hailing services payment. ,I don’t mind trying out new applications.	,I will use the ride hailing applications even when there are no promotional offers. ,Gender,Age,Occupation,Marital Status,Income (per annum)
1/10/2020 17:43:16,Occasionally,Frequently,Never,Occasionally,Never,Frequently,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Female,66,Homemaker,Married,Not Applicable
1/10/2020 17:48:21,Never,Frequently,Never,Occasionally,Occasionally,Frequently,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Female,76,Homemaker,Married,Not Applicable
1/10/2020 17:53:33,Never,Frequently,Occasionally,Occasionally,Never,Frequently,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Female,33,Business,Married,"0 - 2,40,000"
1/10/2020 17:56:29,Never,Frequently,Rarely,Occasionally,Occasionally,Frequently,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Agree,Female,72,Homemaker,Married,Not Applicable
1/10/2020 17:59:17,Rarely,Occasionally,Never,Occasionally,Frequently,Rarely,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Female,21,Student,Single,Not Applicable
1/10/2020 18:01:55,Occasionally,Frequently,Never,Rarely,Frequently,Rarely,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Female,27,Service,Married,"0 - 2,40,000"
1/10/2020 18:06:02,Never,Frequently,Never,Occasionally,Occasionally,Occasionally,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Female,63,Retired,Single,"0 - 2,40,000"
1/10/2020 18:09:17,Always,Never,Never,Rarely,Occasionally,Never,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Female,68,Retired,Married,"2,40,001 - 4,80,000"
1/10/2020 18:12:24,Always,Rarely,Never,Never,Frequently,Occasionally,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Female,31,Service,Married,"2,40,001 - 4,80,000"
1/10/2020 18:15:48,Rarely,Occasionally,Never,Rarely,Rarely,Never,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Female,71,Retired,Married,"2,40,001 - 4,80,000"
1/10/2020 18:19:33,Frequently,Rarely,Never,Occasionally,Frequently,Rarely,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Female,70,Retired,Married,"2,40,001 - 4,80,000"
1/10/2020 18:22:13,Frequently,Rarely,Never,Occasionally,Frequently,Rarely,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Female,66,Other,Single,"2,40,001 - 4,80,000"
1/10/2020 18:24:55,Always,Rarely,Never,Occasionally,Frequently,Rarely,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Female,61,Business,Married,"2,40,001 - 4,80,000"
1/10/2020 18:27:39,Always,Rarely,Never,Occasionally,Occasionally,Rarely,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Female,68,Retired,Married,"2,40,001 - 4,80,000"
1/10/2020 18:30:12,Never,Frequently,Never,Rarely,Occasionally,Occasionally,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Female,67,Other,Single,"2,40,001 - 4,80,000"
1/10/2020 20:49:19,Always,Occasionally,Never,Occasionally,Never,Occasionally,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Female,35,Service,Married,"> 8, 40, 000"
1/10/2020 20:53:43,Always,Rarely,Never,Rarely,Never,Rarely,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Female,29,Service,Married,"2,40,001 - 4,80,000"
1/10/2020 20:56:38,Never,Occasionally,Occasionally,Rarely,Frequently,Occasionally,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Female,29,Service,Married,"4,80,001 - 8,40,000"
1/10/2020 21:00:19,Frequently,Rarely,Never,Frequently,Rarely,Occasionally,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Female,27,Service,Single,"4,80,001 - 8,40,000"
1/10/2020 23:34:35,Always,Rarely,Never,Rarely,Never,Rarely,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Female,30,Service,Married,"2,40,001 - 4,80,000"
1/10/2020 23:39:38,Occasionally,Always,Never,Occasionally,Rarely,Frequently,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Female,28,Business,Married,"2,40,001 - 4,80,000"
1/10/2020 23:53:01,Always,Rarely,Never,Occasionally,Never,Rarely,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Female,29,Homemaker,Married,"0 - 2,40,000"
1/10/2020 23:56:47,Occasionally,Frequently,Never,Occasionally,Rarely,Occasionally,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Female,27,Service,Married,"0 - 2,40,000"
1/10/2020 23:59:41,Never,Always,Never,Occasionally,Never,Rarely,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Agree,Female,23,Student,Single,"2,40,001 - 4,80,000"
1/11/2020 0:02:36,Always,Occasionally,Never,Rarely,Frequently,Occasionally,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Female,31,Service,Married,"2,40,001 - 4,80,000"
1/11/2020 0:07:03,Never,Always,Never,Occasionally,Never,Occasionally,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Female,22,Student,Single,Not Applicable
1/11/2020 0:11:20,Always,Occasionally,Never,Occasionally,Occasionally,Frequently,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Female,32,Service,Single,"4,80,001 - 8,40,000"
1/11/2020 0:14:22,Never,Always,Never,Occasionally,Occasionally,Frequently,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Female,24,Student,Single,"0 - 2,40,000"
1/11/2020 0:19:20,Never,Rarely,Never,Occasionally,Rarely,Rarely,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Female,27,Service,Single,"2,40,001 - 4,80,000"
1/11/2020 0:23:00,Never,Always,Never,Rarely,Occasionally,Rarely,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Female,23,Service,Single,"0 - 2,40,000"
1/11/2020 0:26:51,Always,Occasionally,Never,Rarely,Occasionally,Occasionally,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Female,25,Other,Single,"0 - 2,40,000"
1/11/2020 0:29:30,Never,Always,Never,Occasionally,Rarely,Occasionally,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Female,24,Service,Single,"0 - 2,40,000"
1/11/2020 0:33:11,Never,Always,Never,Occasionally,Never,Occasionally,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Female,23,Student,Single,"0 - 2,40,000"
1/11/2020 0:37:52,Rarely,Frequently,Never,Occasionally,Occasionally,Occasionally,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Female,29,Service,Married,"2,40,001 - 4,80,000"
1/11/2020 0:40:54,Never,Always,Rarely,Occasionally,Never,Occasionally,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Female,26,Student,Single,"0 - 2,40,000"
1/11/2020 0:43:31,Never,Frequently,Never,Occasionally,Rarely,Rarely,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Female,24,Service,Single,"0 - 2,40,000"
